ID,YEAR,COUNTRY,MAGNITUDE
6160,1868,PERU,
6161,1868,CHILE,
10042,1868,NEW ZEALAND,7.6
2145,1868,GEORGIA,4.5
2148,1868,USA,6.8
7987,1868,CHINA,5.5
2149,1868,COLOMBIA,
2150,1869,INDIA,
6162,1869,CHILE,
6163,1869,CHILE,
10019,1869,USA,
10020,1869,USA,
2151,1869,VENEZUELA,
2152,1869,COLOMBIA,
9794,1869,PERU,
9780,1869,CHILE,
2153,1869,NEPAL,6.5
6167,1869,CHILE,
2154,1869,ALBANIA,
2156,1869,PHILIPPINES,7
6168,1869,PERU,
9781,1869,CHILE,6.8
2157,1869,CHILE,7.5
2158,1869,PHILIPPINES,
2159,1869,UKRAINE,5.6
2160,1869,ALGERIA,
2161,1869,GREECE,7.5
2165,1869,GREECE,
2166,1870,CHINA,7.3
2168,1870,CHILE,
2169,1870,MEXICO,7.9
10210,1870,GUADELOUPE,
10208,1870,GUATEMALA,
2170,1870,NICARAGUA,
2171,1870,VENEZUELA,
2172,1870,GREECE,7
7787,1870,CROATIA,
2173,1870,GREECE,7.5
2174,1870,ITALY,
7788,1870,ITALY,
7790,1870,ITALY,
2178,1870,PHILIPPINES,
7791,1871,ITALY,
6171,1871,PERU,
9793,1871,MEXICO,
6937,1871,USA,7
2179,1871,PHILIPPINES,
2180,1871,USA,5.9
6624,1871,CHILE,7.5
6515,1871,USA,
6305,1871,CHILE,
9791,1871,USA TERRITORY,
8216,1871,PERU,
6172,1871,INDONESIA,
9792,1871,BRITISH VIRGIN ISLANDS,
2183,1871,CHILE,7.3
2184,1871,PHILIPPINES,
2185,1871,IRAN,5.6
6173,1871,CHILE,
2186,1872,IRAN,6.3
7540,1872,PERU,6.5
6175,1872,PHILIPPINES,6
2187,1872,AZERBAIJAN,5.7
2189,1872,GREECE,
2193,1872,JAPAN,7.4
2195,1872,USA,7.8
2196,1872,MEXICO,
2198,1872,TURKEY,7.3
2199,1872,GHANA,4.9
2200,1872,IRAN,
6176,1872,USA,
2201,1872,IRAN,
6177,1872,USA,
2202,1872,UKRAINE,4.3
2203,1872,PHILIPPINES,
9802,1872,JAPAN,
2205,1873,GREECE,
2206,1873,EL SALVADOR,
2207,1873,EL SALVADOR,
2209,1873,ITALY,
9785,1873,CHILE,
2212,1873,ITALY,
2211,1873,FRANCE,
6521,1873,PANAMA,
7792,1873,GREECE,
6178,1873,CHILE,
6179,1873,USA,6.7
6615,1873,PAPUA NEW GUINEA,8
2213,1874,VENEZUELA,
6530,1874,USA TERRITORY,
2214,1874,MEXICO,
2215,1874,TURKEY,6.1
9692,1874,BANGLADESH,
2216,1874,PHILIPPINES,
2217,1874,VENEZUELA,5.9
2218,1874,PHILIPPINES,
2219,1874,GUATEMALA,
2220,1874,AFGHANISTAN,
2222,1875,MEXICO,7.5
6181,1875,MEXICO,
6182,1875,NEW CALEDONIA,8
2223,1875,GREECE,
2224,1875,TURKEY,7.3
6183,1875,VANUATU,7
2227,1875,TURKEY,6.1
2233,1875,COLOMBIA,7.5
2235,1875,PHILIPPINES,
2236,1875,GREECE,
2237,1875,UKRAINE,5.2
2239,1875,PHILIPPINES,
2240,1875,INDONESIA,
2238,1875,TURKEY,
2241,1875,ETHIOPIA,6.2
2242,1875,USA TERRITORY,
9897,1875,PAPUA NEW GUINEA,7
2244,1876,TURKEY,
6184,1876,INDONESIA,6.8
7988,1876,CHINA,6
10060,1876,JAPAN,
10023,1877,USA,
2248,1877,CHILE,8.3
6186,1877,PERU,
6188,1877,CHILE,
6552,1877,CHILE,
6189,1877,CHILE,
6190,1877,CHILE,
10024,1877,COLOMBIA,
6192,1878,VANUATU,7.5
6306,1878,USA,
2253,1878,CHILE,7.9
6195,1878,PAPUA NEW GUINEA,
8119,1878,PERU,
2254,1878,COLOMBIA,
6625,1878,VANUATU,8
6307,1878,CHILE,
6196,1878,CHILE,
2255,1878,MEXICO,
2256,1878,VENEZUELA,5.9
6537,1878,CHILE,
2258,1878,TURKEY,6.7
2259,1878,VENEZUELA,
2260,1878,MEXICO,4.3
6197,1878,CHILE,
2261,1878,CHINA,5.5
6198,1878,USA,
10089,1878,VANUATU,
2262,1878,PHILIPPINES,
2263,1878,EL SALVADOR,
2264,1878,CROATIA,
2265,1879,COTE D'IVOIRE,5.7
2266,1879,VENEZUELA,
2269,1879,IRAN,6.7
2270,1879,IRAN,6.7
2271,1879,PHILIPPINES,
2272,1879,CHINA,8
8200,1879,EGYPT,5.9
2273,1879,ITALY,
8118,1879,USA,
2274,1879,EL SALVADOR,
2276,1880,CUBA,
8189,1880,TURKEY,5.5
7890,1880,CHINA,5.5
2279,1880,TURKEY,
2281,1880,PHILIPPINES,
2283,1880,PHILIPPINES,7.5
2284,1880,PHILIPPINES,
2285,1880,TURKEY,6.1
2286,1880,TURKEY,6.7
2289,1880,CHILE,7.7
2287,1880,IRAN,
10044,1880,NEW ZEALAND,7
6199,1880,USA,
6200,1880,USA,7
2290,1880,CROATIA,
6626,1880,JAPAN,
2291,1880,ARMENIA,
2275,1880,IRAN,
7891,1881,TAIWAN,5.5
2292,1881,ITALY,
2298,1881,GREECE,7.3
8190,1881,GREECE,
2300,1881,NICARAGUA,
2301,1881,TURKEY,
2303,1881,COSTA RICA,
6646,1881,FIJI,
6201,1881,CHILE,
2304,1881,CHINA,6.5
6202,1881,JAMAICA,
2305,1881,GREECE,
2306,1881,IRAN,
2307,1881,PHILIPPINES,
8103,1881,TAIWAN,5.5
2308,1881,TURKEY,6.1
2309,1881,PHILIPPINES,
6568,1881,JAPAN,7
6203,1881,CHILE,
10009,1881,TONGA,
2310,1881,INDIA,7.9
6608,1882,SRI LANKA,
6204,1882,CHILE,
2311,1882,SLOVENIA,4.8
2312,1882,MEXICO,
2314,1882,ITALY,
2316,1882,PANAMA,8.3
6205,1882,CHILE,
6206,1882,INDONESIA,7.5
2318,1882,CHINA,5.8
9940,1882,TAIWAN,6.3
2320,1883,COLOMBIA,6
2321,1883,IRAN,6.2
8104,1883,CHINA,5.5
2324,1883,ITALY,
2331,1883,TURKEY,7.3
2332,1883,IRAN,5.8
8105,1884,TAIWAN,5.3
7710,1884,FIJI,
2333,1884,IRAN,
8201,1884,ERITREA,6.2
6516,1884,USA,5.5
2334,1884,PANAMA,7.5
2335,1884,CHINA,6.5
7037,1884,USA,
2341,1884,SPAIN,6.7
2336,1884,EL SALVADOR,
2342,1885,CHINA,6
9914,1885,ICELAND,
9912,1885,ALGERIA,
2343,1885,MEXICO,
2344,1885,PHILIPPINES,
2345,1885,GREECE,
6208,1885,INDONESIA,7.3
2346,1885,RUSSIA,4
2347,1885,COLOMBIA,
2348,1885,INDIA,
2351,1885,INDIA,
2353,1885,PHILIPPINES,
6612,1885,INDONESIA,6.8
2354,1885,KYRGYZSTAN,6.9
2355,1885,NICARAGUA,
6209,1885,CHILE,
9913,1885,ALGERIA,5.9
6210,1885,INDONESIA,
8106,1885,CHINA,5
6553,1886,INDONESIA,
2357,1886,GREECE,7.5
2362,1886,USA,7.7
2363,1886,VENEZUELA,
2364,1887,PHILIPPINES,
2366,1887,ITALY,
2368,1887,PHILIPPINES,
2369,1887,MEXICO,8
9895,1887,INDONESIA,
2370,1887,MEXICO,
2371,1887,KAZAKHSTAN,7.3
2372,1887,MEXICO,
2373,1887,HAITI,
2374,1887,GREECE,
2375,1887,ITALY,
2376,1887,ALGERIA,
2377,1887,ITALY,
2378,1887,CHINA,6.8
2381,1888,TRINIDAD AND TOBAGO,7.5
7989,1888,CHINA,5
6212,1888,INDONESIA,
9572,1888,URUGUAY,
2383,1888,CHINA,7.5
2384,1888,NEW ZEALAND,7.3
2385,1888,GREECE,
2386,1888,TURKEY,6.1
2387,1888,CHINA,
2388,1888,VENEZUELA,
2382,1888,COSTA RICA,
2380,1888,IRAN,
2390,1889,PHILIPPINES,6.8
2391,1889,KAZAKHSTAN,8.3
2393,1889,JAPAN,6.3
2394,1889,MEXICO,
2395,1889,GREECE,
6309,1889,INDONESIA,8
2396,1889,MEXICO,
2397,1889,GREECE,6.9
6214,1889,INDONESIA,6
2389,1889,COTE D'IVOIRE,4.7
2398,1890,PHILIPPINES,
2402,1890,IRAN,7.2
2403,1890,INDONESIA,
2404,1890,INDONESIA,
7990,1890,CHINA,5.5
2405,1891,ALGERIA,
2406,1891,TURKEY,
2407,1891,CHINA,5.8
9896,1891,INDONESIA,
6215,1891,NEW ZEALAND,6.2
6216,1891,MEXICO,
6570,1891,INDONESIA,7
2411,1891,JAPAN,8.4
6980,1891,USA,
2413,1892,MEXICO,
2414,1892,PHILIPPINES,
2415,1892,PHILIPPINES,
10207,1892,CHILE,
2416,1892,USA,
2418,1892,USA,6.2
2419,1892,USA TERRITORY,7.5
6217,1892,INDONESIA,
9899,1892,VANUATU,
6571,1892,INDONESIA,7
6218,1892,JAPAN,
2420,1892,PAKISTAN,
2421,1893,GREECE,6.4
2423,1893,GREECE,6.5
7361,1893,JAMAICA,
2424,1893,TURKEY,6.7
7884,1893,SERBIA AND MONTENEGRO,
2426,1893,GREECE,6.4
2428,1893,CHINA,5.5
6219,1893,RUSSIA,
6220,1893,JAPAN,
2429,1893,ALBANIA,7.5
2430,1893,PHILIPPINES,
6221,1893,VANUATU,6
2432,1893,ITALY,
2433,1893,CHINA,6.8
2434,1893,IRAN,6.6
8115,1893,CHINA,6.8
2436,1893,CHINA,6.5
2439,1894,IRAN,
2440,1894,PHILIPPINES,
2441,1894,IRAN,
2443,1894,JAPAN,7.9
2444,1894,GREECE,6.7
2447,1894,GREECE,6.9
2448,1894,VENEZUELA,8.2
2453,1894,JAPAN,7.5
2454,1894,PHILIPPINES,
2455,1894,TURKEY,
7883,1894,GREECE,6.3
2456,1894,JAPAN,7
2457,1894,ARGENTINA,7.5
2459,1894,VENEZUELA,
2461,1894,ITALY,
2464,1895,IRAN,6.8
6572,1895,SOLOMON SEA,7.3
2467,1895,SLOVENIA,6.1
2469,1895,PHILIPPINES,
2468,1895,ALBANIA,
2470,1895,GREECE,7.5
2472,1895,ALBANIA,6.4
7882,1895,ITALY,
6224,1895,JAPAN,
10217,1895,CHILE,
2473,1895,GREECE,
2474,1895,TURKMENISTAN,8.2
2477,1895,ALBANIA,
10045,1895,NEW ZEALAND,6
2478,1895,CHINA,6
6637,1895,USA,4.3
6532,1895,USA,
7781,1895,ITALY,
2479,1895,IRAN,
2462,1895,MYANMAR (BURMA),
2481,1896,IRAN,
2482,1896,IRAN,
6225,1896,JAPAN,
2483,1896,CHINA,5.8
10213,1896,JAMAICA,
2484,1896,MEXICO,
8107,1896,CHINA,6.5
7530,1896,CHILE,
2485,1896,INDONESIA,
2489,1896,JAPAN,8.3
2490,1896,ICELAND,
2492,1896,JAPAN,
2493,1896,AFGHANISTAN,7.5
6226,1896,INDONESIA,6.8
7782,1896,ITALY,
2494,1896,CHINA,6.6
2495,1896,RUSSIA,7.6
2480,1896,IRAN,
2498,1897,IRAN,6.1
2500,1897,ALBANIA,
2501,1897,JAPAN,8.3
2502,1897,JAPAN,7.4
6647,1897,INDONESIA,5.5
8108,1897,TAIWAN,6
10212,1897,MONTSERRAT,
2505,1897,GUADELOUPE,
2506,1897,AUSTRALIA,6.5
2507,1897,PHILIPPINES,7.9
2508,1897,ITALY,
2509,1897,MEXICO,7
2513,1897,INDIA,8
6538,1897,MEXICO,7
2514,1897,JAPAN,7.7
2515,1897,PHILIPPINES,7.9
2517,1897,JAPAN,7.9
2518,1897,PERU,7.7
2519,1897,PHILIPPINES,8.6
2520,1897,PHILIPPINES,8.7
10053,1897,NEW ZEALAND,
2525,1897,PHILIPPINES,8.1
2527,1897,PHILIPPINES,
2529,1897,PHILIPPINES,7.9
7141,1897,DOMINICAN REPUBLIC,
2531,1898,IRAN,4.3
2532,1898,USA,6.5
2533,1898,USA,
2534,1898,JAPAN,7.2
2536,1898,NICARAGUA,7.9
2538,1898,CHINA,6
2539,1898,ITALY,
2540,1898,USA,7.6
2541,1898,CROATIA,
6573,1898,CHILE,6.5
2542,1898,GREECE,6.2
2544,1898,CHINA,5.5
7783,1898,GREECE,
6230,1899,PAPUA NEW GUINEA,
2546,1899,GREECE,6.6
2548,1899,MEXICO,8.4
9212,1899,AUSTRALIA,
2550,1899,BOLIVIA,6.9
2551,1899,JAMAICA,7.8
2552,1899,VENEZUELA,
2553,1899,USA,8.2
2554,1899,USA,7.8
2557,1899,USA,8.2
2559,1899,TURKEY,6.7
6229,1899,INDONESIA,7.8
10090,1899,PAPUA NEW GUINEA,
2561,1899,RUSSIA,7.9
2562,1899,JAPAN,7.1
6539,1899,JAPAN,
2564,1899,USA,6.4
2565,1899,TURKEY,5.6
9925,1900,INDONESIA,
2566,1900,JAPAN,7.8
2567,1900,INDONESIA,
2569,1900,MEXICO,7.4
2571,1900,MEXICO,7.8
2572,1900,VENEZUELA,
2573,1900,CUBA,7.5
2574,1900,TURKEY,5.9
2575,1900,SOLOMON ISLANDS,7.6
6231,1900,USA,
6232,1900,PAPUA NEW GUINEA,6.8
6234,1900,PAPUA NEW GUINEA,
2577,1900,COLOMBIA,7.9
6574,1900,INDONESIA,6.9
2580,1900,USA,8.3
2583,1900,VENEZUELA,8.4
2586,1900,RUSSIA,7.9
10055,1900,VENEZUELA,
2587,1901,ECUADOR,7.8
2588,1901,CHINA,6
7018,1901,USA,6.4
2589,1901,BULGARIA,6.4
9778,1901,BULGARIA,7.2
2591,1901,RUSSIA,7.5
6575,1901,JAPAN,
2592,1901,JAPAN,7.9
2594,1901,JAPAN,7.9
2595,1901,NEW CALEDONIA,8.4
2596,1901,JAPAN,8.2
2597,1901,JAPAN,6.3
2598,1901,PHILIPPINES,
9352,1901,NICARAGUA,7
2599,1901,TURKEY,6.1
2601,1901,PHILIPPINES,7.8
2602,1901,TURKEY,5.9
2603,1901,USA,7.8
2606,1902,USA,7.8
2608,1902,MEXICO,7
8773,1902,GUATEMALA,6.3
2610,1902,PAPUA NEW GUINEA,7.8
2612,1902,TONGA,7.8
2613,1902,AZERBAIJAN,6.9
2614,1902,EL SALVADOR,7
2615,1902,TURKEY,5.5
2618,1902,GUATEMALA,7.5
2619,1902,USA,
2621,1902,IRAN,
2622,1902,RUSSIA,8
2623,1902,TURKEY,6.6
2624,1902,IRAN,
2626,1902,PHILIPPINES,7.3
2631,1902,CHINA,7.7
2632,1902,PHILIPPINES,
8116,1902,CHINA,5.5
2634,1902,USA TERRITORY,8.1
2635,1902,MEXICO,7.8
2637,1902,MEXICO,7.8
2640,1902,UZBEKISTAN,6.4
2641,1903,TONGA,8
2642,1903,MEXICO,7.7
2644,1903,MONGOLIA,7.8
7101,1903,USA TERRITORY,
2645,1903,INDONESIA,8.1
2646,1903,ISRAEL,5.7
6237,1903,INDONESIA,6.5
2647,1903,TURKEY,
2649,1903,TURKEY,6.3
2652,1903,VANUATU,7.9
7784,1903,ITALY,
2653,1903,TURKEY,5.8
2656,1903,USA,8.3
6238,1903,MEXICO,
2657,1903,ITALY,
2658,1903,COLOMBIA,7.7
2660,1903,GREECE,7.8
6554,1903,TAIWAN,
2664,1903,IRAN,6.5
6540,1903,CHILE,
6239,1903,CHILE,6.5
2665,1903,PHILIPPINES,7.8
2666,1904,COLOMBIA,7.9
2667,1904,JAPAN,7.6
2670,1904,BULGARIA,7.5
2671,1904,BULGARIA,7.8
7991,1904,TAIWAN,6
2676,1904,JAPAN,7.9
2678,1904,RUSSIA,8.3
2679,1904,RUSSIA,8.1
2682,1904,RUSSIA,7.9
2683,1904,NEW ZEALAND,7.5
2684,1904,GREECE,6.2
2688,1904,JAPAN,7.9
2690,1904,USA,8.3
2694,1904,CHINA,6
6242,1904,INDONESIA,
2695,1904,ECUADOR,7.7
2696,1904,TAIWAN,6.3
2700,1904,PANAMA,7.2
10144,1905,COSTA RICA,6.8
2702,1905,INDONESIA,8.4
2703,1905,USA,7.9
2707,1905,KERMADEC ISLANDS (NEW ZEALAND),7.5
9194,1905,VANUATU,
2709,1905,INDIA,7.8
2710,1905,TURKEY,6.5
2711,1905,IRAN,
2712,1905,MEXICO,
2713,1905,PAPUA NEW GUINEA,7.5
2715,1905,ALBANIA,6.6
2717,1905,JAPAN,7.8
2718,1905,KIRIBATI,7.6
2719,1905,JAPAN,7
2722,1905,MONGOLIA,8.4
2726,1905,MONGOLIA,8.4
2728,1905,ITALY,
2729,1905,JAPAN,7.5
2732,1905,ITALY,7.9
2735,1905,RUSSIA,7.8
6506,1905,RUSSIA,5.1
2736,1905,BULGARIA,6.4
2737,1905,GEORGIA,7.5
8109,1905,CHINA,5
2739,1905,GREECE,7.8
9192,1905,VANUATU,
9193,1905,VANUATU,
2743,1905,TURKEY,6.8
6245,1905,PHILIPPINES,6.5
9915,1905,TUNISIA,
2701,1905,SYRIA,
7992,1906,CHINA,5.5
2744,1906,JAPAN,8.4
6899,1906,VENEZUELA,
2748,1906,ECUADOR,8.6
2753,1906,COLOMBIA,7.7
6627,1906,ECUADOR,
6717,1906,SAINT LUCIA,
7265,1906,COLOMBIA,
2757,1906,ALBANIA,6.5
2762,1906,TAIWAN,6.8
8110,1906,CHINA,6.5
2764,1906,MEXICO,7.5
2766,1906,TAIWAN,6.5
2768,1906,USA,7.9
6617,1906,CHILE,
2771,1906,CHINA,5.3
2772,1906,COLOMBIA,7.7
2773,1906,COLOMBIA,7.7
2777,1906,USA,7.8
2779,1906,CHILE,8.2
2780,1906,ETHIOPIA,6.8
2782,1906,PAPUA NEW GUINEA,8
2783,1906,ITALY,
2784,1906,ECUADOR,7.9
2787,1906,PAPUA NEW GUINEA,7.2
2788,1906,AUSTRALIA,7.8
2789,1906,GHANA,5
2790,1906,MARTINIQUE,7.9
2794,1906,CHINA,8.3
2796,1906,USA,7.6
2798,1906,PERU,7.9
2800,1907,INDONESIA,7.8
2801,1907,JAMAICA,6.5
2802,1907,ITALY,
2803,1907,PERU,7.6
6246,1907,INDONESIA,7.3
2804,1907,MEXICO,8.3
2807,1907,PHILIPPINES,7.6
7866,1907,PHILIPPINES,7.4
2808,1907,PAPUA NEW GUINEA,7.7
2810,1907,RUSSIA,7.9
2811,1907,PHILIPPINES,
2813,1907,INDONESIA,7.9
2814,1907,INDONESIA,
2815,1907,ALBANIA,6.2
2816,1907,USA,7.8
8053,1907,USA,5.5
2819,1907,MEXICO,7.7
2821,1907,TAJIKISTAN,7.4
2827,1907,ITALY,5.9
2828,1907,PERU,
2829,1907,PHILIPPINES,
6249,1907,PAPUA NEW GUINEA,7.4
10011,1907,TONGA,
6250,1908,INDONESIA,7.5
6251,1908,USA,6
2832,1908,PHILIPPINES,7.5
7527,1908,INDONESIA,6.6
2833,1908,MEXICO,8.1
2835,1908,MEXICO,7.5
2836,1908,INDONESIA,7.5
6252,1908,USA,6.8
2838,1908,AFGHANISTAN,7
2840,1908,RUSSIA,7.6
2844,1908,PERU,8.2
2842,1908,MYANMAR (BURMA),7.5
2846,1908,ITALY,7
2849,1909,TURKEY,5.8
2850,1909,IRAN,7.7
2853,1909,MOROCCO,
2854,1909,TURKEY,6.3
2856,1909,FIJI,7.8
6253,1909,JAPAN,6.7
2857,1909,JAPAN,7.5
2858,1909,PHILIPPINES,
2859,1909,ITALY,
2860,1909,USA,7.8
2861,1909,TAIWAN,7.3
2864,1909,PORTUGAL,6.6
8158,1909,CAMEROON,
2866,1909,CHINA,6.5
2868,1909,INDONESIA,7.6
2870,1909,ITALY,
2871,1909,CHILE,7.6
2867,1909,FRANCE,6.2
2876,1909,AFGHANISTAN,8.1
2880,1909,PAKISTAN,
9332,1909,VANUATU,
2881,1909,GREECE,5.7
2884,1909,MEXICO,7.8
2886,1909,JAPAN,6.9
2888,1909,ITALY,
2889,1909,PAKISTAN,7.2
2890,1909,ITALY,
2891,1909,TURKEY,5.8
2892,1909,MEXICO,4.7
2893,1909,JAPAN,7.9
7993,1909,TAIWAN,7.3
2895,1909,SOLOMON ISLANDS,7.7
2894,1909,USA TERRITORY,8
2898,1910,HONDURAS,7.5
2899,1910,CHINA,6.8
2900,1910,JAPAN,7.4
7464,1910,PAPUA NEW GUINEA,6
2901,1910,TAIWAN,7.8
2902,1910,COSTA RICA,
2904,1910,COSTA RICA,
2905,1910,JAPAN,7.5
2906,1910,VANUATU,7.5
2908,1910,ITALY,5.9
2909,1910,VANUATU,7.9
2910,1910,ALGERIA,6.4
2911,1910,TURKEY,6.1
2912,1910,MEXICO,6.9
2913,1910,MOROCCO,
9272,1910,VANUATU,7.9
2914,1910,VANUATU,7.2
2915,1910,SOLOMON ISLANDS,8
2916,1910,ZAMBIA,7.3
2917,1910,INDONESIA,7.5
6576,1910,INDONESIA,6.7
6541,1910,PHILIPPINES,6.2
2919,1911,KAZAKHSTAN,7.7
7994,1911,CHINA,5.5
8391,1911,PHILIPPINES,
7868,1911,TAJIKISTAN,7.4
2925,1911,GREECE,6.7
2927,1911,IRAN,6.7
2928,1911,RUSSIA,7.6
6254,1911,PAPUA NEW GUINEA,
8111,1911,CHINA,5.5
2932,1911,MEXICO,7.9
2935,1911,JAPAN,8
2936,1911,AFGHANISTAN,7.6
2940,1911,PHILIPPINES,7.8
2941,1911,FRANCE,5
2943,1911,"MICRONESIA, FED. STATES OF",7.7
6256,1911,CHILE,7.3
10027,1911,USA,6.9
2944,1911,ITALY,4.3
2945,1911,ALBANIA,
2946,1911,MEXICO,7.6
2948,1912,GREECE,7
2949,1912,ICELAND,7.5
2951,1912,MEXICO,
2953,1912,MYANMAR (BURMA),8
6257,1912,JAPAN,6.6
2954,1912,PERU,7
2955,1912,TURKEY,7.8
2962,1912,MEXICO,
2963,1912,"MICRONESIA, FED. STATES OF",7.5
6258,1912,"MICRONESIA, FED. STATES OF",6.9
2964,1912,USA,7.5
2965,1912,PHILIPPINES,
2966,1912,MEXICO,7.8
6577,1912,"MICRONESIA, FED. STATES OF",
2967,1912,ARGENTINA,7.5
2969,1913,RUSSIA,7.5
6259,1913,NEW ZEALAND,6.8
2970,1913,ECUADOR,7.7
2973,1913,INDONESIA,7.8
2974,1913,IRAN,5.8
2975,1913,PHILIPPINES,7.7
2976,1913,PAPUA NEW GUINEA,7.5
2979,1913,BULGARIA,6.8
2982,1913,TONGA,7.6
2983,1913,ITALY,
6260,1913,PERU,7
2985,1913,RUSSIA,7.7
2987,1913,PERU,7.9
2984,1913,CHINA,6
6261,1913,PAPUA NEW GUINEA,7
2989,1913,VANUATU,8.1
2990,1913,PERU,6.3
2992,1913,VANUATU,7.5
2993,1913,CHINA,7
6262,1914,PERU,
2994,1914,JAPAN,7.1
7785,1914,ITALY,
2997,1914,CHILE,7.6
6578,1914,PERU,7.2
2999,1914,JAPAN,7.2
3001,1914,MEXICO,7.5
3002,1914,ITALY,4.9
3005,1914,INDONESIA,8.1
3007,1914,TURKEY,5.6
3008,1914,ECUADOR,5.8
3010,1914,INDONESIA,7.6
3012,1914,CHINA,7.5
3013,1914,PERU,
3016,1914,TURKEY,7
10064,1914,NEW ZEALAND,
7869,1914,GREECE,6
3019,1914,PALAU,7.6
3020,1914,JAPAN,8.1
3021,1914,GREECE,6.3
3022,1914,PERU,
3025,1915,ITALY,7.5
3028,1915,JAPAN,7.7
3029,1915,RUSSIA,8.1
3031,1915,PHILIPPINES,
6264,1915,INDONESIA,
3032,1915,PERU,7.6
3033,1915,USA,6.2
3034,1915,RUSSIA,7.3
6579,1915,GREECE,6.7
3037,1915,EL SALVADOR,7.9
3038,1915,USA,7.6
3041,1915,JAPAN,7.8
6542,1915,INDONESIA,6
6314,1915,PHILIPPINES,6.4
7995,1915,CHINA,7
3023,1915,EL SALVADOR,6.6
3043,1916,PAPUA NEW GUINEA,7.9
3044,1916,PHILIPPINES,
3046,1916,INDONESIA,8.1
3047,1916,INDONESIA,8.1
3049,1916,TURKEY,7.8
6266,1916,COSTA RICA,
3050,1916,JAPAN,8
3051,1916,USA,7.7
3052,1916,NICARAGUA,7.5
3053,1916,USA,7.5
3054,1916,JAPAN,7.8
3055,1916,DOMINICAN REPUBLIC,7.2
3056,1916,PANAMA,7
3057,1916,ARGENTINA,7.5
9990,1916,ITALY,5.1
3058,1916,PAPUA NEW GUINEA,7.5
3059,1916,BOLIVIA,7.5
3060,1916,NEPAL,7.7
3062,1916,TAIWAN,6.5
3064,1916,INDONESIA,7.3
3065,1916,SLOVENIA,4.9
3066,1916,RUSSIA,7.7
6523,1916,VENEZUELA,
7996,1916,TAIWAN,6
3069,1917,TAIWAN,6.3
3072,1917,INDONESIA,6.6
3073,1917,CHINA,6.3
6267,1917,CHINA,6.5
3074,1917,SLOVENIA,5.6
3076,1917,RUSSIA,7.8
3078,1917,PHILIPPINES,6.4
3080,1917,ITALY,5.5
3081,1917,KERMADEC ISLANDS (NEW ZEALAND),8
6268,1917,TAIWAN,5.8
3083,1917,USA,7.9
3085,1917,ITALY,
6877,1917,EL SALVADOR,6.7
3087,1917,SAMOA,8.3
3088,1917,TAIWAN,7.7
3089,1917,PAPUA NEW GUINEA,7.7
3090,1917,CHINA,6.8
3091,1917,CHINA,7.5
3094,1917,INDONESIA,7.8
3095,1917,COLOMBIA,7.3
3096,1917,ITALY,
3097,1917,ITALY,
3099,1917,KERMADEC ISLANDS (NEW ZEALAND),7.5
3101,1917,GUATEMALA,6
3102,1917,MEXICO,7.7
3105,1918,GUATEMALA,
3106,1918,RUSSIA,7.7
3109,1918,PHILIPPINES,7.5
3110,1918,CHINA,7.3
3111,1918,USA,6.8
3112,1918,CHILE,7.9
3114,1918,PAPUA NEW GUINEA,7.5
3115,1918,BANGLADESH,7.6
8101,1918,CHINA,5.5
3116,1918,PHILIPPINES,8.3
3118,1918,RUSSIA,8.3
3121,1918,PHILIPPINES,
3124,1918,USA TERRITORY,7.3
6270,1918,USA TERRITORY,
3125,1918,RUSSIA,7.8
3127,1918,USA TERRITORY,
3128,1918,INDONESIA,8.1
3129,1918,CHILE,7.8
3104,1918,IRAN,
6580,1919,PHILIPPINES,7.4
3133,1919,FIJI,8.3
3134,1919,PHILIPPINES,
6884,1919,EL SALVADOR,5.9
3136,1919,TONGA,8.1
3137,1919,JAPAN,7.6
3140,1919,PAPUA NEW GUINEA,7.8
3143,1919,ITALY,6.2
9939,1919,NICARAGUA,6.6
10214,1919,VENEZUELA,
3144,1919,FIJI,6.9
7786,1919,ITALY,5.6
3145,1919,ITALY,
9798,1919,INDONESIA,
3146,1919,ITALY,
3147,1919,GREECE,
3148,1920,MEXICO,7.8
6581,1920,INDONESIA,
3150,1920,PAPUA NEW GUINEA,7.7
3151,1920,GEORGIA,6.2
3154,1920,TAIWAN,8
6273,1920,CHILE,7
3159,1920,ITALY,5.8
3162,1920,NEW CALEDONIA,7.8
3163,1920,ALBANIA,6
3165,1920,CHINA,8.3
3167,1920,ARGENTINA,6
3168,1920,ALBANIA,5.6
3169,1921,ITALY,
3170,1921,GUATEMALA,7.5
3172,1921,MEXICO,7.7
3173,1921,INDONESIA,6.2
7886,1921,CHINA,
3174,1921,ETHIOPIA,5.9
3175,1921,INDONESIA,7.5
3176,1921,CENTRAL AFRICAN REPUBLIC,4.8
3177,1921,ITALY,
3178,1921,INDONESIA,
3179,1921,PHILIPPINES,
3180,1921,PHILIPPINES,7.5
3181,1921,AFGHANISTAN,7.8
3183,1921,ITALY,
3184,1921,PERU,7.6
6582,1922,PERU,7.2
3186,1922,COLOMBIA,7.6
3187,1922,PERU,7.6
7461,1922,PAPUA NEW GUINEA,7.5
3188,1922,PHILIPPINES,
3189,1922,USA,7.6
3190,1922,NICARAGUA,6.4
6275,1922,INDONESIA,
3191,1922,PHILIPPINES,6.3
3192,1922,PHILIPPINES,6
3194,1922,SERBIA AND MONTENEGRO,6
6276,1922,INDONESIA,
3195,1922,ITALY,
6278,1922,INDONESIA,
3196,1922,ALGERIA,5.1
